sku_id,warehouse_id,on_hand,p50,p90,demand_uncertainty,lead_time_weeks,lead_time_demand,safety_stock,reorder_point,recommended_reorder_qty,MOQ,demand_trend,run_date
SKU0024,east,253,133.75281200440958,164.00725313467186,30.25444113026228,2,267.50562400881915,60.50888226052456,328.0145062693437,500.0,500,DOWN,2025-12-26
SKU0024,north,267,150.64710494642333,180.8990817034213,30.251976756997976,2,301.29420989284665,60.50395351399595,361.7981634068426,500.0,500,DOWN,2025-12-26
SKU0024,south,100,150.64710494642333,180.8990817034213,30.251976756997976,2,301.29420989284665,60.50395351399595,361.7981634068426,500.0,500,DOWN,2025-12-26
SKU0024,east,253,150.64710494642333,180.8990817034213,30.251976756997976,2,301.29420989284665,60.50395351399595,361.7981634068426,500.0,500,DOWN,2025-12-26
SKU0024,north,267,119.52393921402091,149.7737288399595,30.249789625938575,2,239.04787842804183,60.49957925187715,299.547457679919,500.0,500,DOWN,2025-12-26
SKU0024,south,100,119.52393921402091,149.7737288399595,30.249789625938575,2,239.04787842804183,60.49957925187715,299.547457679919,500.0,500,DOWN,2025-12-26
SKU0024,east,253,119.52393921402091,149.7737288399595,30.249789625938575,2,239.04787842804183,60.49957925187715,299.547457679919,500.0,500,DOWN,2025-12-26
SKU0024,north,267,124.09000315285796,154.3378517255453,30.247848572687346,2,248.18000630571592,60.49569714537469,308.6757034510906,500.0,500,DOWN,2025-12-26
SKU0024,south,100,124.09000315285796,154.3378517255453,30.247848572687346,2,248.18000630571592,60.49569714537469,308.6757034510906,500.0,500,DOWN,2025-12-26
SKU0024,east,253,124.09000315285796,154.3378517255453,30.247848572687346,2,248.18000630571592,60.49569714537469,308.6757034510906,500.0,500,DOWN,2025-12-26
SKU0024,north,267,142.37828262832548,172.62440855893257,30.246125930607093,2,284.75656525665096,60.492251861214186,345.24881711786514,500.0,500,DOWN,2025-12-26
SKU0024,south,100,142.37828262832548,172.62440855893257,30.246125930607093,2,284.75656525665096,60.492251861214186,345.24881711786514,500.0,500,DOWN,2025-12-26
SKU0024,east,253,142.37828262832548,172.62440855893257,30.246125930607093,2,284.75656525665096,60.492251861214186,345.24881711786514,500.0,500,DOWN,2025-12-26
SKU0024,north,267,158.22494856135788,188.4695457007471,30.244597139389214,2,316.44989712271575,60.48919427877843,376.9390914014942,500.0,500,DOWN,2025-12-26
SKU0024,south,100,158.22494856135788,188.4695457007471,30.244597139389214,2,316.44989712271575,60.48919427877843,376.9390914014942,500.0,500,DOWN,2025-12-26
SKU0024,east,253,158.22494856135788,188.4695457007471,30.244597139389214,2,316.44989712271575,60.48919427877843,376.9390914014942,500.0,500,DOWN,2025-12-26
SKU0024,north,267,166.24064479504597,196.48388519223093,30.243240397184962,2,332.48128959009193,60.486480794369925,392.96777038446186,500.0,500,DOWN,2025-12-26
SKU0024,south,100,166.24064479504597,196.48388519223093,30.243240397184962,2,332.48128959009193,60.486480794369925,392.96777038446186,500.0,500,DOWN,2025-12-26
SKU0024,east,253,166.24064479504597,196.48388519223093,30.243240397184962,2,332.48128959009193,60.486480794369925,392.96777038446186,500.0,500,DOWN,2025-12-26
SKU0024,north,267,156.06305032516374,186.305086676666,30.242036351502264,2,312.1261006503275,60.48407270300453,372.610173353332,500.0,500,DOWN,2025-12-26
SKU0024,south,100,156.06305032516374,186.305086676666,30.242036351502264,2,312.1261006503275,60.48407270300453,372.610173353332,500.0,500,DOWN,2025-12-26
SKU0024,east,253,156.06305032516374,186.305086676666,30.242036351502264,2,312.1261006503275,60.48407270300453,372.610173353332,500.0,500,DOWN,2025-12-26
SKU0024,north,267,129.34669523583491,159.58766306042386,30.24096782458895,2,258.69339047166983,60.4819356491779,319.1753261208477,500.0,500,DOWN,2025-12-26
SKU0024,south,100,129.34669523583491,159.58766306042386,30.24096782458895,2,258.69339047166983,60.4819356491779,319.1753261208477,500.0,500,DOWN,2025-12-26
SKU0024,east,253,129.34669523583491,159.58766306042386,30.24096782458895,2,258.69339047166983,60.4819356491779,319.1753261208477,500.0,500,DOWN,2025-12-26
SKU0024,north,267,145.34892376250323,175.58894333198987,30.240019569486634,2,290.69784752500647,60.48003913897327,351.17788666397973,500.0,500,DOWN,2025-12-26
SKU0024,south,100,145.34892376250323,175.58894333198987,30.240019569486634,2,290.69784752500647,60.48003913897327,351.17788666397973,500.0,500,DOWN,2025-12-26
SKU0024,east,253,145.34892376250323,175.58894333198987,30.240019569486634,2,290.69784752500647,60.48003913897327,351.17788666397973,500.0,500,DOWN,2025-12-26
SKU0024,north,267,154.7538841701451,184.99306222350012,30.239178053355005,2,309.5077683402902,60.47835610671001,369.98612444700024,500.0,500,DOWN,2025-12-26
SKU0024,south,100,154.7538841701451,184.99306222350012,30.239178053355005,2,309.5077683402902,60.47835610671001,369.98612444700024,500.0,500,DOWN,2025-12-26
SKU0024,east,253,154.7538841701451,184.99306222350012,30.239178053355005,2,309.5077683402902,60.47835610671001,369.98612444700024,500.0,500,DOWN,2025-12-26
SKU0024,north,267,133.93904961452552,164.17748087956377,30.23843126503826,2,267.87809922905103,60.47686253007652,328.35496175912755,500.0,500,DOWN,2025-12-26
SKU0024,south,100,133.93904961452552,164.17748087956377,30.23843126503826,2,267.87809922905103,60.47686253007652,328.35496175912755,500.0,500,DOWN,2025-12-26
SKU0024,east,253,133.93904961452552,164.17748087956377,30.23843126503826,2,267.87809922905103,60.47686253007652,328.35496175912755,500.0,500,DOWN,2025-12-26
SKU0024,north,267,129.73015046072845,159.96791900490462,30.237768544176163,2,259.4603009214569,60.475537088352326,319.93583800980923,500.0,500,DOWN,2025-12-26
SKU0024,south,100,129.73015046072845,159.96791900490462,30.237768544176163,2,259.4603009214569,60.475537088352326,319.93583800980923,500.0,500,DOWN,2025-12-26
SKU0024,east,253,129.73015046072845,159.96791900490462,30.237768544176163,2,259.4603009214569,60.475537088352326,319.93583800980923,500.0,500,DOWN,2025-12-26
SKU0024,north,267,121.81900498319008,152.05618541265144,30.23718042946136,2,243.63800996638017,60.47436085892272,304.1123708253029,500.0,500,DOWN,2025-12-26
SKU0024,south,100,121.81900498319008,152.05618541265144,30.23718042946136,2,243.63800996638017,60.47436085892272,304.1123708253029,500.0,500,DOWN,2025-12-26
SKU0024,east,253,121.81900498319008,152.05618541265144,30.23718042946136,2,243.63800996638017,60.47436085892272,304.1123708253029,500.0,500,DOWN,2025-12-26
SKU0024,north,267,129.26685890887197,159.50351743277776,30.23665852390579,2,258.53371781774393,60.47331704781158,319.0070348655555,500.0,500,DOWN,2025-12-26
SKU0024,south,100,129.26685890887197,159.50351743277776,30.23665852390579,2,258.53371781774393,60.47331704781158,319.0070348655555,500.0,500,DOWN,2025-12-26
SKU0024,east,253,129.26685890887197,159.50351743277776,30.23665852390579,2,258.53371781774393,60.47331704781158,319.0070348655555,500.0,500,DOWN,2025-12-26
SKU0024,north,267,133.83910968907955,164.0753050634658,30.236195374386256,2,267.6782193781591,60.47239074877251,328.1506101269316,500.0,500,DOWN,2025-12-26
SKU0024,south,100,133.83910968907955,164.0753050634658,30.236195374386256,2,267.6782193781591,60.47239074877251,328.1506101269316,500.0,500,DOWN,2025-12-26
SKU0024,east,253,133.83910968907955,164.0753050634658,30.236195374386256,2,267.6782193781591,60.47239074877251,328.1506101269316,500.0,500,DOWN,2025-12-26
SKU0024,south,100,92.02111735656186,122.25690009059456,30.235782734032696,2,184.04223471312372,60.47156546806539,244.5138001811891,500.0,500,DOWN,2025-12-26
SKU0024,north,267,104.49736065189968,134.7262349231389,30.228874271239206,2,208.99472130379937,60.45774854247841,269.4524698462778,500.0,500,DOWN,2025-12-26
SKU0024,south,100,104.49736065189968,134.7262349231389,30.228874271239206,2,208.99472130379937,60.45774854247841,269.4524698462778,500.0,500,DOWN,2025-12-26
SKU0024,east,253,104.49736065189968,134.7262349231389,30.228874271239206,2,208.99472130379937,60.45774854247841,269.4524698462778,500.0,500,DOWN,2025-12-26
SKU0024,north,267,129.94852215632108,160.17740807819118,30.228885921870102,2,259.89704431264215,60.457771843740204,320.35481615638236,500.0,500,DOWN,2025-12-26
SKU0024,south,100,129.94852215632108,160.17740807819118,30.228885921870102,2,259.89704431264215,60.457771843740204,320.35481615638236,500.0,500,DOWN,2025-12-26
SKU0024,east,253,129.94852215632108,160.17740807819118,30.228885921870102,2,259.89704431264215,60.457771843740204,320.35481615638236,500.0,500,DOWN,2025-12-26
SKU0024,north,267,109.20441070261256,139.4333069627937,30.22889626018113,2,218.40882140522513,60.45779252036226,278.8666139255874,500.0,500,DOWN,2025-12-26
SKU0024,south,100,109.20441070261256,139.4333069627937,30.22889626018113,2,218.40882140522513,60.45779252036226,278.8666139255874,500.0,500,DOWN,2025-12-26
SKU0024,east,253,109.20441070261256,139.4333069627937,30.22889626018113,2,218.40882140522513,60.45779252036226,278.8666139255874,500.0,500,DOWN,2025-12-26
SKU0032,north,106,99.70732324136858,128.68001147031413,28.972688228945543,4,398.82929296547434,115.89075291578217,514.7200458812565,500.0,500,DOWN,2025-12-26
SKU0032,west,507,99.70732324136858,128.68001147031413,28.972688228945543,4,398.82929296547434,115.89075291578217,514.7200458812565,500.0,500,DOWN,2025-12-26
SKU0032,east,237,99.70732324136858,128.68001147031413,28.972688228945543,4,398.82929296547434,115.89075291578217,514.7200458812565,500.0,500,DOWN,2025-12-26
SKU0032,south,124,99.70732324136858,128.68001147031413,28.972688228945543,4,398.82929296547434,115.89075291578217,514.7200458812565,500.0,500,DOWN,2025-12-26
SKU0032,north,106,98.73519931792396,129.66068577212133,30.92548645419737,4,394.9407972716958,123.70194581678948,518.6427430884853,500.0,500,DOWN,2025-12-26
SKU0032,west,507,98.73519931792396,129.66068577212133,30.92548645419737,4,394.9407972716958,123.70194581678948,518.6427430884853,500.0,500,DOWN,2025-12-26
SKU0032,east,237,98.73519931792396,129.66068577212133,30.92548645419737,4,394.9407972716958,123.70194581678948,518.6427430884853,500.0,500,DOWN,2025-12-26
SKU0032,south,124,98.73519931792396,129.66068577212133,30.92548645419737,4,394.9407972716958,123.70194581678948,518.6427430884853,500.0,500,DOWN,2025-12-26
SKU0032,north,106,96.60177690525616,129.279080927155,32.67730402189885,4,386.40710762102464,130.7092160875954,517.11632370862,500.0,500,DOWN,2025-12-26
SKU0032,west,507,96.60177690525616,129.279080927155,32.67730402189885,4,386.40710762102464,130.7092160875954,517.11632370862,500.0,500,DOWN,2025-12-26
SKU0032,east,237,96.60177690525616,129.279080927155,32.67730402189885,4,386.40710762102464,130.7092160875954,517.11632370862,500.0,500,DOWN,2025-12-26
SKU0032,south,124,96.60177690525616,129.279080927155,32.67730402189885,4,386.40710762102464,130.7092160875954,517.11632370862,500.0,500,DOWN,2025-12-26
SKU0032,north,106,95.77850662073249,130.04736352290792,34.26885690217543,4,383.11402648292994,137.07542760870172,520.1894540916317,500.0,500,DOWN,2025-12-26
SKU0032,west,507,95.77850662073249,130.04736352290792,34.26885690217543,4,383.11402648292994,137.07542760870172,520.1894540916317,500.0,500,DOWN,2025-12-26
SKU0032,east,237,95.77850662073249,130.04736352290792,34.26885690217543,4,383.11402648292994,137.07542760870172,520.1894540916317,500.0,500,DOWN,2025-12-26
SKU0032,south,124,95.77850662073249,130.04736352290792,34.26885690217543,4,383.11402648292994,137.07542760870172,520.1894540916317,500.0,500,DOWN,2025-12-26
SKU0032,north,106,96.87297368896137,132.6014190408578,35.728445351896426,4,387.49189475584546,142.9137814075857,530.4056761634312,500.0,500,DOWN,2025-12-26
SKU0032,west,507,96.87297368896137,132.6014190408578,35.728445351896426,4,387.49189475584546,142.9137814075857,530.4056761634312,500.0,500,DOWN,2025-12-26
SKU0032,east,237,96.87297368896137,132.6014190408578,35.728445351896426,4,387.49189475584546,142.9137814075857,530.4056761634312,500.0,500,DOWN,2025-12-26
SKU0032,south,124,96.87297368896137,132.6014190408578,35.728445351896426,4,387.49189475584546,142.9137814075857,530.4056761634312,500.0,500,DOWN,2025-12-26
SKU0032,north,106,97.37280929536728,134.44954284030285,37.07673354493558,4,389.4912371814691,148.3069341797423,537.7981713612114,500.0,500,DOWN,2025-12-26
SKU0032,west,507,97.37280929536728,134.44954284030285,37.07673354493558,4,389.4912371814691,148.3069341797423,537.7981713612114,500.0,500,DOWN,2025-12-26
SKU0032,east,237,97.37280929536728,134.44954284030285,37.07673354493558,4,389.4912371814691,148.3069341797423,537.7981713612114,500.0,500,DOWN,2025-12-26
SKU0032,south,124,97.37280929536728,134.44954284030285,37.07673354493558,4,389.4912371814691,148.3069341797423,537.7981713612114,500.0,500,DOWN,2025-12-26
SKU0032,north,106,95.0029559904158,133.33234291740166,38.32938692698586,4,380.0118239616632,153.31754770794345,533.3293716696066,500.0,500,DOWN,2025-12-26
SKU0032,west,507,95.0029559904158,133.33234291740166,38.32938692698586,4,380.0118239616632,153.31754770794345,533.3293716696066,500.0,500,DOWN,2025-12-26
SKU0032,east,237,95.0029559904158,133.33234291740166,38.32938692698586,4,380.0118239616632,153.31754770794345,533.3293716696066,500.0,500,DOWN,2025-12-26
SKU0032,south,124,95.0029559904158,133.33234291740166,38.32938692698586,4,380.0118239616632,153.31754770794345,533.3293716696066,500.0,500,DOWN,2025-12-26
SKU0032,north,106,94.6461197037966,134.14476437034963,39.498644666553034,4,378.5844788151864,157.99457866621213,536.5790574813985,500.0,500,DOWN,2025-12-26
SKU0032,west,507,94.6461197037966,134.14476437034963,39.498644666553034,4,378.5844788151864,157.99457866621213,536.5790574813985,500.0,500,DOWN,2025-12-26
SKU0032,east,237,94.6461197037966,134.14476437034963,39.498644666553034,4,378.5844788151864,157.99457866621213,536.5790574813985,500.0,500,DOWN,2025-12-26
SKU0032,south,124,94.6461197037966,134.14476437034963,39.498644666553034,4,378.5844788151864,157.99457866621213,536.5790574813985,500.0,500,DOWN,2025-12-26
SKU0032,north,106,92.45082861939638,133.04512501567842,40.59429639628205,4,369.8033144775855,162.3771855851282,532.1805000627137,500.0,500,DOWN,2025-12-26
SKU0032,west,507,92.45082861939638,133.04512501567842,40.59429639628205,4,369.8033144775855,162.3771855851282,532.1805000627137,500.0,500,DOWN,2025-12-26
SKU0032,east,237,92.45082861939638,133.04512501567842,40.59429639628205,4,369.8033144775855,162.3771855851282,532.1805000627137,500.0,500,DOWN,2025-12-26
SKU0032,south,124,92.45082861939638,133.04512501567842,40.59429639628205,4,369.8033144775855,162.3771855851282,532.1805000627137,500.0,500,DOWN,2025-12-26
SKU0032,north,106,94.79232478376424,136.41665687089846,41.62433208713422,4,379.169299135057,166.49732834853688,545.6666274835939,500.0,500,DOWN,2025-12-26
SKU0032,west,507,94.79232478376424,136.41665687089846,41.62433208713422,4,379.169299135057,166.49732834853688,545.6666274835939,500.0,500,DOWN,2025-12-26
SKU0032,east,237,94.79232478376424,136.41665687089846,41.62433208713422,4,379.169299135057,166.49732834853688,545.6666274835939,500.0,500,DOWN,2025-12-26
SKU0032,south,124,94.79232478376424,136.41665687089846,41.62433208713422,4,379.169299135057,166.49732834853688,545.6666274835939,500.0,500,DOWN,2025-12-26
SKU0032,north,106,92.16914093007249,134.76452324506258,42.59538231499009,4,368.67656372028995,170.38152925996036,539.0580929802503,500.0,500,DOWN,2025-12-26
SKU0032,west,507,92.16914093007249,134.76452324506258,42.59538231499009,4,368.67656372028995,170.38152925996036,539.0580929802503,500.0,500,DOWN,2025-12-26
SKU0032,east,237,92.16914093007249,134.76452324506258,42.59538231499009,4,368.67656372028995,170.38152925996036,539.0580929802503,500.0,500,DOWN,2025-12-26
SKU0032,south,124,92.16914093007249,134.76452324506258,42.59538231499009,4,368.67656372028995,170.38152925996036,539.0580929802503,500.0,500,DOWN,2025-12-26
SKU0032,north,106,91.36787101921593,134.8808993411368,43.51302832192087,4,365.4714840768637,174.05211328768348,539.5235973645472,500.0,500,DOWN,2025-12-26
SKU0032,west,507,91.36787101921593,134.8808993411368,43.51302832192087,4,365.4714840768637,174.05211328768348,539.5235973645472,500.0,500,DOWN,2025-12-26
SKU0032,east,237,91.36787101921593,134.8808993411368,43.51302832192087,4,365.4714840768637,174.05211328768348,539.5235973645472,500.0,500,DOWN,2025-12-26
SKU0032,south,124,91.36787101921593,134.8808993411368,43.51302832192087,4,365.4714840768637,174.05211328768348,539.5235973645472,500.0,500,DOWN,2025-12-26
SKU0032,north,106,92.1413739675297,136.5233999232094,44.38202595567971,4,368.5654958701188,177.52810382271883,546.0935996928376,500.0,500,DOWN,2025-12-26
SKU0032,west,507,92.1413739675297,136.5233999232094,44.38202595567971,4,368.5654958701188,177.52810382271883,546.0935996928376,500.0,500,DOWN,2025-12-26
SKU0032,east,237,92.1413739675297,136.5233999232094,44.38202595567971,4,368.5654958701188,177.52810382271883,546.0935996928376,500.0,500,DOWN,2025-12-26
SKU0032,south,124,92.1413739675297,136.5233999232094,44.38202595567971,4,368.5654958701188,177.52810382271883,546.0935996928376,500.0,500,DOWN,2025-12-26
SKU0032,north,106,89.59494490220676,134.80141602805918,45.20647112585242,4,358.37977960882705,180.82588450340967,539.2056641122367,500.0,500,DOWN,2025-12-26
SKU0032,west,507,89.59494490220676,134.80141602805918,45.20647112585242,4,358.37977960882705,180.82588450340967,539.2056641122367,500.0,500,DOWN,2025-12-26
SKU0032,east,237,89.59494490220676,134.80141602805918,45.20647112585242,4,358.37977960882705,180.82588450340967,539.2056641122367,500.0,500,DOWN,2025-12-26
SKU0032,south,124,89.59494490220676,134.80141602805918,45.20647112585242,4,358.37977960882705,180.82588450340967,539.2056641122367,500.0,500,DOWN,2025-12-26
SKU0032,north,106,91.7075621131962,137.69748660446183,45.989924491265626,4,366.8302484527848,183.9596979650625,550.7899464178473,500.0,500,DOWN,2025-12-26
SKU0032,west,507,91.7075621131962,137.69748660446183,45.989924491265626,4,366.8302484527848,183.9596979650625,550.7899464178473,500.0,500,DOWN,2025-12-26
SKU0032,east,237,91.7075621131962,137.69748660446183,45.989924491265626,4,366.8302484527848,183.9596979650625,550.7899464178473,500.0,500,DOWN,2025-12-26
SKU0032,south,124,91.7075621131962,137.69748660446183,45.989924491265626,4,366.8302484527848,183.9596979650625,550.7899464178473,500.0,500,DOWN,2025-12-26
SKU0032,north,106,89.80039346429102,136.53590053466922,46.735507070378205,4,359.2015738571641,186.94202828151282,546.1436021386769,500.0,500,DOWN,2025-12-26
SKU0032,west,507,89.80039346429102,136.53590053466922,46.735507070378205,4,359.2015738571641,186.94202828151282,546.1436021386769,500.0,500,DOWN,2025-12-26
SKU0032,east,237,89.80039346429102,136.53590053466922,46.735507070378205,4,359.2015738571641,186.94202828151282,546.1436021386769,500.0,500,DOWN,2025-12-26
SKU0032,south,124,89.80039346429102,136.53590053466922,46.735507070378205,4,359.2015738571641,186.94202828151282,546.1436021386769,500.0,500,DOWN,2025-12-26
SKU0032,north,106,89.30385407529562,136.74982876702677,47.44597469173115,4,357.2154163011825,189.7838987669246,546.9993150681071,500.0,500,DOWN,2025-12-26
SKU0032,west,507,89.30385407529562,136.74982876702677,47.44597469173115,4,357.2154163011825,189.7838987669246,546.9993150681071,500.0,500,DOWN,2025-12-26
SKU0032,east,237,89.30385407529562,136.74982876702677,47.44597469173115,4,357.2154163011825,189.7838987669246,546.9993150681071,500.0,500,DOWN,2025-12-26
SKU0032,south,124,89.30385407529562,136.74982876702677,47.44597469173115,4,357.2154163011825,189.7838987669246,546.9993150681071,500.0,500,DOWN,2025-12-26
SKU0032,north,106,89.9691490209846,138.09292578926852,48.12377676828392,4,359.8765960839384,192.49510707313567,552.3717031570741,500.0,500,DOWN,2025-12-26
SKU0032,west,507,89.9691490209846,138.09292578926852,48.12377676828392,4,359.8765960839384,192.49510707313567,552.3717031570741,500.0,500,DOWN,2025-12-26
SKU0032,east,237,89.9691490209846,138.09292578926852,48.12377676828392,4,359.8765960839384,192.49510707313567,552.3717031570741,500.0,500,DOWN,2025-12-26
SKU0032,south,124,89.9691490209846,138.09292578926852,48.12377676828392,4,359.8765960839384,192.49510707313567,552.3717031570741,500.0,500,DOWN,2025-12-26
SKU0032,north,106,87.23152121752587,136.00262448885454,48.77110327132867,4,348.92608487010347,195.08441308531468,544.0104979554181,500.0,500,DOWN,2025-12-26
SKU0032,west,507,87.23152121752587,136.00262448885454,48.77110327132867,4,348.92608487010347,195.08441308531468,544.0104979554181,500.0,500,DOWN,2025-12-26
SKU0032,east,237,87.23152121752587,136.00262448885454,48.77110327132867,4,348.92608487010347,195.08441308531468,544.0104979554181,500.0,500,DOWN,2025-12-26
SKU0032,south,124,87.23152121752587,136.00262448885454,48.77110327132867,4,348.92608487010347,195.08441308531468,544.0104979554181,500.0,500,DOWN,2025-12-26
SKU0032,north,106,85.73834194571477,135.12826463869334,49.38992269297857,4,342.95336778285906,197.5596907719143,540.5130585547734,500.0,500,DOWN,2025-12-26
SKU0032,west,507,85.73834194571477,135.12826463869334,49.38992269297857,4,342.95336778285906,197.5596907719143,540.5130585547734,500.0,500,DOWN,2025-12-26
SKU0032,east,237,85.73834194571477,135.12826463869334,49.38992269297857,4,342.95336778285906,197.5596907719143,540.5130585547734,500.0,500,DOWN,2025-12-26
SKU0032,south,124,85.73834194571477,135.12826463869334,49.38992269297857,4,342.95336778285906,197.5596907719143,540.5130585547734,500.0,500,DOWN,2025-12-26
SKU0032,north,106,85.98373630183444,135.96574933893652,49.98201303710208,4,343.93494520733776,199.9280521484083,543.8629973557461,500.0,500,DOWN,2025-12-26
SKU0032,west,507,85.98373630183444,135.96574933893652,49.98201303710208,4,343.93494520733776,199.9280521484083,543.8629973557461,500.0,500,DOWN,2025-12-26
SKU0032,east,237,85.98373630183444,135.96574933893652,49.98201303710208,4,343.93494520733776,199.9280521484083,543.8629973557461,500.0,500,DOWN,2025-12-26
SKU0032,south,124,85.98373630183444,135.96574933893652,49.98201303710208,4,343.93494520733776,199.9280521484083,543.8629973557461,500.0,500,DOWN,2025-12-26
SKU0032,north,106,82.04360675689455,132.59259410968502,50.548987352790476,4,328.1744270275782,202.1959494111619,530.3703764387401,500.0,500,DOWN,2025-12-26
SKU0032,west,507,82.04360675689455,132.59259410968502,50.548987352790476,4,328.1744270275782,202.1959494111619,530.3703764387401,500.0,500,DOWN,2025-12-26
SKU0032,east,237,82.04360675689455,132.59259410968502,50.548987352790476,4,328.1744270275782,202.1959494111619,530.3703764387401,500.0,500,DOWN,2025-12-26
SKU0032,south,124,82.04360675689455,132.59259410968502,50.548987352790476,4,328.1744270275782,202.1959494111619,530.3703764387401,500.0,500,DOWN,2025-12-26
SKU0032,north,106,83.7075704076968,134.79988535703245,51.092314949335645,4,334.8302816307872,204.36925979734258,539.1995414281298,500.0,500,DOWN,2025-12-26
SKU0032,west,507,83.7075704076968,134.79988535703245,51.092314949335645,4,334.8302816307872,204.36925979734258,539.1995414281298,500.0,500,DOWN,2025-12-26
SKU0032,east,237,83.7075704076968,134.79988535703245,51.092314949335645,4,334.8302816307872,204.36925979734258,539.1995414281298,500.0,500,DOWN,2025-12-26
SKU0032,south,124,83.7075704076968,134.79988535703245,51.092314949335645,4,334.8302816307872,204.36925979734258,539.1995414281298,500.0,500,DOWN,2025-12-26
SKU0032,north,106,82.46194132890076,134.07528048897638,51.61333916007561,4,329.84776531560306,206.45335664030245,536.3011219559055,500.0,500,DOWN,2025-12-26
SKU0032,west,507,82.46194132890076,134.07528048897638,51.61333916007561,4,329.84776531560306,206.45335664030245,536.3011219559055,500.0,500,DOWN,2025-12-26
SKU0032,east,237,82.46194132890076,134.07528048897638,51.61333916007561,4,329.84776531560306,206.45335664030245,536.3011219559055,500.0,500,DOWN,2025-12-26
SKU0032,south,124,82.46194132890076,134.07528048897638,51.61333916007561,4,329.84776531560306,206.45335664030245,536.3011219559055,500.0,500,DOWN,2025-12-26
