warehouse_id,sku_id,order_week,weekly_demand,ending_stock,reorder_qty
east,SKU0002,2023-44,13,185,0
east,SKU0002,2023-45,23,162,0
east,SKU0002,2023-46,17,145,0
east,SKU0002,2023-47,15,130,0
east,SKU0002,2023-48,18,112,0
east,SKU0002,2023-49,26,586,500
east,SKU0002,2023-50,36,550,0
east,SKU0002,2023-51,28,522,0
east,SKU0002,2023-52,25,497,0
east,SKU0002,2024-01,27,470,0
east,SKU0002,2024-02,24,446,0
east,SKU0002,2024-03,27,419,0
east,SKU0002,2024-04,26,393,0
east,SKU0002,2024-05,40,353,0
east,SKU0002,2024-06,37,316,0
east,SKU0002,2024-07,31,285,0
east,SKU0002,2024-08,36,249,0
east,SKU0002,2024-09,44,205,0
east,SKU0002,2024-10,38,167,0
east,SKU0002,2024-11,41,126,0
east,SKU0002,2024-12,58,568,500
east,SKU0002,2024-13,46,522,0
east,SKU0002,2024-14,29,493,0
east,SKU0002,2024-15,56,437,0
east,SKU0002,2024-16,46,391,0
east,SKU0002,2024-17,42,349,0
east,SKU0002,2024-18,58,291,0
east,SKU0002,2024-19,44,247,0
east,SKU0002,2024-20,51,196,0
east,SKU0002,2024-21,55,141,0
east,SKU0002,2024-22,44,297,200
east,SKU0002,2024-23,60,237,0
east,SKU0002,2024-24,45,192,0
east,SKU0002,2024-25,40,152,0
east,SKU0002,2024-26,50,102,0
east,SKU0002,2024-27,62,540,500
east,SKU0002,2024-28,46,494,0
east,SKU0002,2024-29,47,447,0
east,SKU0002,2024-30,41,406,0
east,SKU0002,2024-31,59,347,0
east,SKU0002,2024-32,41,306,0
east,SKU0002,2024-33,40,266,0
east,SKU0002,2024-34,31,235,0
east,SKU0002,2024-35,38,197,0
east,SKU0002,2024-36,36,161,0
east,SKU0002,2024-37,34,127,0
east,SKU0002,2024-38,32,395,300
east,SKU0002,2024-39,29,366,0
east,SKU0002,2024-40,37,329,0
east,SKU0002,2024-41,26,303,0
east,SKU0002,2024-42,27,276,0
east,SKU0002,2024-43,27,249,0
east,SKU0002,2024-44,35,214,0
east,SKU0002,2024-45,34,180,0
east,SKU0002,2024-46,29,151,0
east,SKU0002,2024-47,43,108,0
east,SKU0002,2024-48,43,265,200
east,SKU0002,2024-49,38,227,0
east,SKU0002,2024-50,30,197,0
east,SKU0002,2024-51,29,168,0
east,SKU0003,2023-11,3,454,0
east,SKU0003,2023-12,3,451,0
east,SKU0003,2023-13,3,448,0
east,SKU0003,2023-14,7,441,0
east,SKU0003,2023-15,12,429,0
east,SKU0003,2023-16,8,421,0
east,SKU0003,2023-17,10,411,0
east,SKU0003,2023-18,9,402,0
east,SKU0003,2023-19,11,391,0
east,SKU0003,2023-20,4,387,0
east,SKU0003,2023-21,12,375,0
east,SKU0003,2023-22,18,357,0
east,SKU0003,2023-23,10,347,0
east,SKU0003,2023-24,13,334,0
east,SKU0003,2023-25,8,326,0
east,SKU0003,2023-26,15,311,0
east,SKU0003,2023-27,13,298,0
east,SKU0003,2023-28,16,282,0
east,SKU0003,2023-29,21,261,0
east,SKU0003,2023-30,24,237,0
east,SKU0003,2023-31,19,218,0
east,SKU0003,2023-32,16,202,0
east,SKU0003,2023-33,19,183,0
east,SKU0003,2023-34,14,169,0
east,SKU0003,2023-35,10,159,0
east,SKU0003,2023-36,22,137,0
east,SKU0003,2023-37,20,117,0
east,SKU0003,2023-38,16,101,0
east,SKU0003,2023-39,10,391,300
east,SKU0003,2023-40,18,373,0
east,SKU0003,2023-41,18,355,0
east,SKU0003,2023-42,19,336,0
east,SKU0003,2023-43,28,308,0
east,SKU0003,2023-44,24,284,0
east,SKU0003,2023-45,25,259,0
east,SKU0003,2023-46,27,232,0
east,SKU0003,2023-47,23,209,0
east,SKU0003,2023-48,37,172,0
east,SKU0003,2023-49,37,135,0
east,SKU0003,2023-50,31,104,0
east,SKU0003,2023-51,28,376,300
east,SKU0003,2023-52,38,338,0
east,SKU0003,2024-01,45,293,0
east,SKU0003,2024-02,37,256,0
east,SKU0003,2024-03,59,197,0
east,SKU0003,2024-04,46,151,0
east,SKU0003,2024-05,43,108,0
east,SKU0003,2024-06,52,356,300
east,SKU0003,2024-07,61,295,0
east,SKU0003,2024-08,51,244,0
east,SKU0003,2024-09,65,179,0
east,SKU0003,2024-10,56,123,0
east,SKU0003,2024-11,63,260,200
east,SKU0003,2024-12,53,207,0
east,SKU0003,2024-13,76,131,0
east,SKU0003,2024-14,65,266,200
east,SKU0003,2024-15,42,224,0
east,SKU0003,2024-16,47,177,0
east,SKU0003,2024-17,37,140,0
east,SKU0003,2024-18,56,384,300
east,SKU0003,2024-19,45,339,0
east,SKU0003,2024-20,52,287,0
east,SKU0003,2024-21,57,230,0
east,SKU0003,2024-22,37,193,0
east,SKU0003,2024-23,53,140,0
east,SKU0003,2024-24,33,107,0
east,SKU0003,2024-25,62,345,300
east,SKU0003,2024-26,39,306,0
east,SKU0003,2024-27,37,269,0
east,SKU0003,2024-28,47,222,0
east,SKU0003,2024-29,54,168,0
east,SKU0003,2024-30,38,130,0
east,SKU0003,2024-31,30,100,0
east,SKU0003,2024-32,30,270,200
east,SKU0003,2024-33,36,234,0
east,SKU0003,2024-34,29,205,0
east,SKU0003,2024-35,28,177,0
east,SKU0003,2024-36,28,149,0
east,SKU0003,2024-37,30,119,0
east,SKU0003,2024-38,39,280,200
east,SKU0003,2024-39,42,238,0
east,SKU0003,2024-40,34,204,0
east,SKU0003,2024-41,25,179,0
east,SKU0003,2024-42,32,147,0
east,SKU0003,2024-43,35,112,0
east,SKU0003,2024-44,27,285,200
east,SKU0003,2024-45,22,263,0
east,SKU0003,2024-46,34,229,0
east,SKU0003,2024-47,27,202,0
east,SKU0003,2024-48,36,166,0
east,SKU0003,2024-49,38,128,0
east,SKU0003,2024-50,41,587,500
east,SKU0003,2024-51,34,553,0
east,SKU0004,2023-02,1,257,0
east,SKU0004,2023-03,1,256,0
east,SKU0004,2023-04,3,253,0
east,SKU0004,2023-05,2,251,0
east,SKU0004,2023-06,8,243,0
east,SKU0004,2023-07,7,236,0
east,SKU0004,2023-08,10,226,0
east,SKU0004,2023-09,7,219,0
east,SKU0004,2023-10,7,212,0
east,SKU0004,2023-11,9,203,0
east,SKU0004,2023-12,12,191,0
east,SKU0004,2023-13,19,172,0
east,SKU0004,2023-14,19,153,0
east,SKU0004,2023-15,12,141,0
east,SKU0004,2023-16,21,120,0
east,SKU0004,2023-17,11,109,0
east,SKU0004,2023-18,6,103,0
east,SKU0004,2023-19,16,587,500
east,SKU0004,2023-20,16,571,0
east,SKU0004,2023-21,19,552,0
east,SKU0004,2023-22,20,532,0
east,SKU0004,2023-23,12,520,0
east,SKU0004,2023-24,14,506,0
east,SKU0004,2023-25,17,489,0
east,SKU0004,2023-26,17,472,0
east,SKU0004,2023-27,22,450,0
east,SKU0004,2023-28,17,433,0
east,SKU0004,2023-29,22,411,0
east,SKU0004,2023-30,21,390,0
east,SKU0004,2023-31,14,376,0
east,SKU0004,2023-32,27,349,0
east,SKU0004,2023-33,22,327,0
east,SKU0004,2023-34,27,300,0
east,SKU0004,2023-35,19,281,0
east,SKU0004,2023-36,30,251,0
east,SKU0004,2023-37,24,227,0
east,SKU0004,2023-38,25,202,0
east,SKU0004,2023-39,25,177,0
east,SKU0004,2023-40,19,158,0
east,SKU0004,2023-41,43,115,0
east,SKU0004,2023-42,26,389,300
east,SKU0004,2023-43,36,353,0
east,SKU0004,2023-44,26,327,0
east,SKU0004,2023-45,33,294,0
east,SKU0004,2023-46,48,246,0
east,SKU0004,2023-47,34,212,0
east,SKU0004,2023-48,28,184,0
east,SKU0004,2023-49,37,147,0
east,SKU0004,2023-50,40,107,0
east,SKU0004,2023-51,59,548,500
east,SKU0004,2023-52,59,489,0
east,SKU0004,2024-01,50,439,0
east,SKU0004,2024-02,40,399,0
east,SKU0004,2024-03,46,353,0
east,SKU0004,2024-04,52,301,0
east,SKU0004,2024-05,53,248,0
east,SKU0004,2024-06,62,186,0
east,SKU0004,2024-07,49,137,0
east,SKU0004,2024-08,40,397,300
east,SKU0004,2024-09,67,330,0
east,SKU0004,2024-10,75,255,0
east,SKU0004,2024-11,57,198,0
east,SKU0004,2024-12,52,146,0
east,SKU0004,2024-13,46,100,0
east,SKU0004,2024-14,27,373,300
east,SKU0004,2024-15,39,334,0
east,SKU0004,2024-16,51,283,0
east,SKU0004,2024-17,58,225,0
east,SKU0004,2024-18,69,156,0
east,SKU0004,2024-19,63,593,500
east,SKU0004,2024-20,36,557,0
east,SKU0004,2024-21,48,509,0
east,SKU0004,2024-22,36,473,0
east,SKU0004,2024-23,46,427,0
east,SKU0004,2024-24,58,369,0
east,SKU0004,2024-25,50,319,0
east,SKU0004,2024-26,34,285,0
east,SKU0004,2024-27,35,250,0
east,SKU0004,2024-28,49,201,0
east,SKU0004,2024-29,49,152,0
east,SKU0004,2024-30,46,106,0
east,SKU0004,2024-31,24,382,300
east,SKU0004,2024-32,55,327,0
east,SKU0004,2024-33,38,289,0
east,SKU0004,2024-34,42,247,0
east,SKU0004,2024-35,19,228,0
east,SKU0004,2024-36,37,191,0
east,SKU0004,2024-37,30,161,0
east,SKU0004,2024-38,46,115,0
east,SKU0004,2024-39,53,562,500
east,SKU0004,2024-40,41,521,0
east,SKU0004,2024-41,42,479,0
east,SKU0004,2024-42,19,460,0
east,SKU0004,2024-43,21,439,0
east,SKU0004,2024-44,41,398,0
east,SKU0004,2024-45,39,359,0
east,SKU0004,2024-46,43,316,0
east,SKU0004,2024-47,29,287,0
east,SKU0004,2024-48,13,274,0
east,SKU0004,2024-49,25,249,0
east,SKU0004,2024-50,41,208,0
east,SKU0004,2024-51,37,171,0
east,SKU0005,2023-30,3,560,0
east,SKU0005,2023-31,2,558,0
east,SKU0005,2023-32,3,555,0
east,SKU0005,2023-33,11,544,0
east,SKU0005,2023-34,2,542,0
east,SKU0005,2023-35,5,537,0
east,SKU0005,2023-36,5,532,0
east,SKU0005,2023-37,8,524,0
east,SKU0005,2023-38,12,512,0
east,SKU0005,2023-39,7,505,0
east,SKU0005,2023-40,5,500,0
east,SKU0005,2023-41,8,492,0
east,SKU0005,2023-42,4,488,0
east,SKU0005,2023-43,5,483,0
east,SKU0005,2023-44,8,475,0
east,SKU0005,2023-45,18,457,0
east,SKU0005,2023-46,16,441,0
east,SKU0005,2023-47,25,416,0
east,SKU0005,2023-48,23,393,0
east,SKU0005,2023-49,12,381,0
east,SKU0005,2023-50,25,356,0
east,SKU0005,2023-51,26,330,0
east,SKU0005,2023-52,16,314,0
east,SKU0005,2024-01,37,277,0
east,SKU0005,2024-02,29,248,0
east,SKU0005,2024-03,34,214,0
east,SKU0005,2024-04,31,183,0
east,SKU0005,2024-05,36,147,0
east,SKU0005,2024-06,43,104,0
east,SKU0005,2024-07,26,578,500
east,SKU0005,2024-08,32,546,0
east,SKU0005,2024-09,54,492,0
east,SKU0005,2024-10,44,448,0
east,SKU0005,2024-11,30,418,0
east,SKU0005,2024-12,37,381,0
east,SKU0005,2024-13,35,346,0
east,SKU0005,2024-14,69,277,0
east,SKU0005,2024-15,46,231,0
east,SKU0005,2024-16,30,201,0
east,SKU0005,2024-17,33,168,0
east,SKU0005,2024-18,52,116,0
east,SKU0005,2024-19,54,262,200
east,SKU0005,2024-20,38,224,0
east,SKU0005,2024-21,34,190,0
east,SKU0005,2024-22,62,128,0
east,SKU0005,2024-23,37,591,500
east,SKU0005,2024-24,24,567,0
east,SKU0005,2024-25,46,521,0
east,SKU0005,2024-26,28,493,0
east,SKU0005,2024-27,44,449,0
east,SKU0005,2024-28,46,403,0
east,SKU0005,2024-29,41,362,0
east,SKU0005,2024-30,61,301,0
east,SKU0005,2024-31,28,273,0
east,SKU0005,2024-32,39,234,0
east,SKU0005,2024-33,46,188,0
east,SKU0005,2024-34,33,155,0
east,SKU0005,2024-35,54,101,0
east,SKU0005,2024-36,59,242,200
east,SKU0005,2024-37,43,199,0
east,SKU0005,2024-38,17,182,0
east,SKU0005,2024-39,55,127,0
east,SKU0005,2024-40,35,592,500
east,SKU0005,2024-41,34,558,0
east,SKU0005,2024-42,12,546,0
east,SKU0005,2024-43,36,510,0
east,SKU0005,2024-44,27,483,0
east,SKU0005,2024-45,44,439,0
east,SKU0005,2024-46,54,385,0
east,SKU0005,2024-47,37,348,0
east,SKU0005,2024-48,53,295,0
east,SKU0005,2024-49,15,280,0
east,SKU0005,2024-50,52,228,0
east,SKU0005,2024-51,41,187,0
east,SKU0006,2023-32,1,333,0
east,SKU0006,2023-33,4,329,0
east,SKU0006,2023-34,3,326,0
east,SKU0006,2023-35,7,319,0
east,SKU0006,2023-36,14,305,0
east,SKU0006,2023-37,10,295,0
east,SKU0006,2023-38,15,280,0
east,SKU0006,2023-39,12,268,0
east,SKU0006,2023-40,13,255,0
east,SKU0006,2023-41,19,236,0
east,SKU0006,2023-42,24,212,0
east,SKU0006,2023-43,18,194,0
east,SKU0006,2023-44,25,169,0
east,SKU0006,2023-45,35,134,0
east,SKU0006,2023-46,33,101,0
east,SKU0006,2023-47,29,272,200
east,SKU0006,2023-48,43,229,0
east,SKU0006,2023-49,49,180,0
east,SKU0006,2023-50,43,137,0
east,SKU0006,2023-51,60,277,200
east,SKU0006,2023-52,67,210,0
east,SKU0006,2024-01,50,160,0
east,SKU0006,2024-02,51,109,0
east,SKU0006,2024-03,56,553,500
east,SKU0006,2024-04,45,508,0
east,SKU0006,2024-05,58,450,0
east,SKU0006,2024-06,61,389,0
east,SKU0006,2024-07,39,350,0
east,SKU0006,2024-08,70,280,0
east,SKU0006,2024-09,63,217,0
east,SKU0006,2024-10,67,150,0
east,SKU0006,2024-11,54,396,300
east,SKU0006,2024-12,56,340,0
east,SKU0006,2024-13,48,292,0
east,SKU0006,2024-14,44,248,0
east,SKU0006,2024-15,45,203,0
east,SKU0006,2024-16,34,169,0
east,SKU0006,2024-17,51,118,0
east,SKU0006,2024-18,50,268,200
east,SKU0006,2024-19,44,224,0
east,SKU0006,2024-20,35,189,0
east,SKU0006,2024-21,48,141,0
east,SKU0006,2024-22,36,105,0
east,SKU0006,2024-23,47,358,300
east,SKU0006,2024-24,25,333,0
east,SKU0006,2024-25,38,295,0
east,SKU0006,2024-26,37,258,0
east,SKU0006,2024-27,33,225,0
east,SKU0006,2024-28,40,185,0
east,SKU0006,2024-29,38,147,0
east,SKU0006,2024-30,25,122,0
east,SKU0006,2024-31,30,392,300
east,SKU0006,2024-32,33,359,0
east,SKU0006,2024-33,25,334,0
east,SKU0006,2024-34,21,313,0
east,SKU0006,2024-35,22,291,0
east,SKU0006,2024-36,16,275,0
east,SKU0006,2024-37,32,243,0
east,SKU0006,2024-38,20,223,0
east,SKU0006,2024-39,17,206,0
east,SKU0006,2024-40,17,189,0
east,SKU0006,2024-41,21,168,0
east,SKU0006,2024-42,24,144,0
east,SKU0006,2024-43,20,124,0
east,SKU0006,2024-44,22,102,0
east,SKU0006,2024-45,18,384,300
east,SKU0006,2024-46,18,366,0
east,SKU0006,2024-47,25,341,0
east,SKU0006,2024-48,18,323,0
east,SKU0006,2024-49,23,300,0
east,SKU0006,2024-50,20,280,0
east,SKU0006,2024-51,25,255,0
east,SKU0007,2023-24,1,463,0
east,SKU0007,2023-25,1,462,0
east,SKU0007,2023-26,4,458,0
east,SKU0007,2023-27,3,455,0
east,SKU0007,2023-28,2,453,0
east,SKU0007,2023-29,5,448,0
east,SKU0007,2023-30,10,438,0
east,SKU0007,2023-31,7,431,0
east,SKU0007,2023-32,8,423,0
east,SKU0007,2023-33,6,417,0
east,SKU0007,2023-34,3,414,0
east,SKU0007,2023-35,8,406,0
east,SKU0007,2023-36,7,399,0
east,SKU0007,2023-37,15,384,0
east,SKU0007,2023-38,17,367,0
east,SKU0007,2023-39,15,352,0
east,SKU0007,2023-40,10,342,0
east,SKU0007,2023-41,19,323,0
east,SKU0007,2023-42,23,300,0
east,SKU0007,2023-43,21,279,0
east,SKU0007,2023-44,19,260,0
east,SKU0007,2023-45,15,245,0
east,SKU0007,2023-46,21,224,0
east,SKU0007,2023-47,23,201,0
east,SKU0007,2023-48,32,169,0
east,SKU0007,2023-49,14,155,0
east,SKU0007,2023-50,35,120,0
east,SKU0007,2023-51,24,396,300
east,SKU0007,2023-52,31,365,0
east,SKU0007,2024-01,34,331,0
east,SKU0007,2024-02,33,298,0
east,SKU0007,2024-03,40,258,0
east,SKU0007,2024-04,41,217,0
east,SKU0007,2024-05,39,178,0
east,SKU0007,2024-06,54,124,0
east,SKU0007,2024-07,50,274,200
east,SKU0007,2024-08,60,214,0
east,SKU0007,2024-09,48,166,0
east,SKU0007,2024-10,51,115,0
east,SKU0007,2024-11,61,354,300
east,SKU0007,2024-12,42,312,0
east,SKU0007,2024-13,57,255,0
east,SKU0007,2024-14,58,197,0
east,SKU0007,2024-15,49,148,0
east,SKU0007,2024-16,45,103,0
east,SKU0007,2024-17,58,545,500
east,SKU0007,2024-18,39,506,0
east,SKU0007,2024-19,53,453,0
east,SKU0007,2024-20,55,398,0
east,SKU0007,2024-21,43,355,0
east,SKU0007,2024-22,50,305,0
east,SKU0007,2024-23,38,267,0
east,SKU0007,2024-24,44,223,0
east,SKU0007,2024-25,48,175,0
east,SKU0007,2024-26,40,135,0
east,SKU0007,2024-27,48,587,500
east,SKU0007,2024-28,46,541,0
east,SKU0007,2024-29,22,519,0
east,SKU0007,2024-30,41,478,0
east,SKU0007,2024-31,37,441,0
east,SKU0007,2024-32,26,415,0
east,SKU0007,2024-33,39,376,0
east,SKU0007,2024-34,34,342,0
east,SKU0007,2024-35,31,311,0
east,SKU0007,2024-36,22,289,0
east,SKU0007,2024-37,26,263,0
east,SKU0007,2024-38,32,231,0
east,SKU0007,2024-39,30,201,0
east,SKU0007,2024-40,34,167,0
east,SKU0007,2024-41,36,131,0
east,SKU0007,2024-42,23,108,0
east,SKU0007,2024-43,28,280,200
east,SKU0007,2024-44,25,255,0
east,SKU0007,2024-45,24,231,0
east,SKU0007,2024-46,34,197,0
east,SKU0007,2024-47,20,177,0
east,SKU0007,2024-48,33,144,0
east,SKU0007,2024-49,29,115,0
east,SKU0007,2024-50,37,578,500
east,SKU0007,2024-51,31,547,0
east,SKU0008,2023-27,1,233,0
east,SKU0008,2023-28,5,228,0
east,SKU0008,2023-29,5,223,0
east,SKU0008,2023-30,7,216,0
east,SKU0008,2023-31,7,209,0
east,SKU0008,2023-32,8,201,0
east,SKU0008,2023-33,15,186,0
east,SKU0008,2023-34,14,172,0
east,SKU0008,2023-35,16,156,0
east,SKU0008,2023-36,18,138,0
east,SKU0008,2023-37,22,116,0
east,SKU0008,2023-38,20,396,300
east,SKU0008,2023-39,19,377,0
east,SKU0008,2023-40,21,356,0
east,SKU0008,2023-41,18,338,0
east,SKU0008,2023-42,28,310,0
east,SKU0008,2023-43,22,288,0
east,SKU0008,2023-44,20,268,0
east,SKU0008,2023-45,32,236,0
east,SKU0008,2023-46,33,203,0
east,SKU0008,2023-47,34,169,0
east,SKU0008,2023-48,32,137,0
east,SKU0008,2023-49,29,108,0
east,SKU0008,2023-50,48,260,200
east,SKU0008,2023-51,41,219,0
east,SKU0008,2023-52,43,176,0
east,SKU0008,2024-01,43,133,0
east,SKU0008,2024-02,45,388,300
east,SKU0008,2024-03,48,340,0
east,SKU0008,2024-04,49,291,0
east,SKU0008,2024-05,62,229,0
east,SKU0008,2024-06,76,153,0
east,SKU0008,2024-07,59,394,300
east,SKU0008,2024-08,70,324,0
east,SKU0008,2024-09,68,256,0
east,SKU0008,2024-10,47,209,0
east,SKU0008,2024-11,43,166,0
east,SKU0008,2024-12,64,102,0
east,SKU0008,2024-13,62,340,300
east,SKU0008,2024-14,66,274,0
east,SKU0008,2024-15,55,219,0
east,SKU0008,2024-16,45,174,0
east,SKU0008,2024-17,51,123,0
east,SKU0008,2024-18,49,374,300
east,SKU0008,2024-19,54,320,0
east,SKU0008,2024-20,35,285,0
east,SKU0008,2024-21,41,244,0
east,SKU0008,2024-22,56,188,0
east,SKU0008,2024-23,48,140,0
east,SKU0008,2024-24,44,396,300
east,SKU0008,2024-25,40,356,0
east,SKU0008,2024-26,47,309,0
east,SKU0008,2024-27,32,277,0
east,SKU0008,2024-28,39,238,0
east,SKU0008,2024-29,26,212,0
east,SKU0008,2024-30,36,176,0
east,SKU0008,2024-31,39,137,0
east,SKU0008,2024-32,23,114,0
east,SKU0008,2024-33,22,392,300
east,SKU0008,2024-34,36,356,0
east,SKU0008,2024-35,34,322,0
east,SKU0008,2024-36,31,291,0
east,SKU0008,2024-37,31,260,0
east,SKU0008,2024-38,28,232,0
east,SKU0008,2024-39,21,211,0
east,SKU0008,2024-40,35,176,0
east,SKU0008,2024-41,23,153,0
east,SKU0008,2024-42,29,124,0
east,SKU0008,2024-43,31,393,300
east,SKU0008,2024-44,33,360,0
east,SKU0008,2024-45,26,334,0
east,SKU0008,2024-46,37,297,0
east,SKU0008,2024-47,28,269,0
east,SKU0008,2024-48,24,245,0
east,SKU0008,2024-49,34,211,0
east,SKU0008,2024-50,31,180,0
east,SKU0008,2024-51,42,138,0
east,SKU0009,2023-02,1,389,0
east,SKU0009,2023-03,2,387,0
east,SKU0009,2023-04,2,385,0
east,SKU0009,2023-05,4,381,0
east,SKU0009,2023-06,4,377,0
east,SKU0009,2023-07,4,373,0
east,SKU0009,2023-08,5,368,0
east,SKU0009,2023-09,5,363,0
east,SKU0009,2023-10,5,358,0
east,SKU0009,2023-11,10,348,0
east,SKU0009,2023-12,9,339,0
east,SKU0009,2023-13,6,333,0
east,SKU0009,2023-14,11,322,0
east,SKU0009,2023-15,12,310,0
east,SKU0009,2023-16,13,297,0
east,SKU0009,2023-17,9,288,0
east,SKU0009,2023-18,12,276,0
east,SKU0009,2023-19,13,263,0
east,SKU0009,2023-20,12,251,0
east,SKU0009,2023-21,15,236,0
east,SKU0009,2023-22,16,220,0
east,SKU0009,2023-23,19,201,0
east,SKU0009,2023-24,9,192,0
east,SKU0009,2023-25,13,179,0
east,SKU0009,2023-26,9,170,0
east,SKU0009,2023-27,16,154,0
east,SKU0009,2023-28,16,138,0
east,SKU0009,2023-29,14,124,0
east,SKU0009,2023-30,17,107,0
east,SKU0009,2023-31,20,387,300
east,SKU0009,2023-32,17,370,0
east,SKU0009,2023-33,18,352,0
east,SKU0009,2023-34,20,332,0
east,SKU0009,2023-35,14,318,0
east,SKU0009,2023-36,20,298,0
east,SKU0009,2023-37,32,266,0
east,SKU0009,2023-38,14,252,0
east,SKU0009,2023-39,23,229,0
east,SKU0009,2023-40,24,205,0
east,SKU0009,2023-41,32,173,0
east,SKU0009,2023-42,25,148,0
east,SKU0009,2023-43,19,129,0
east,SKU0009,2023-44,17,112,0
east,SKU0009,2023-45,27,385,300
east,SKU0009,2023-46,28,357,0
east,SKU0009,2023-47,43,314,0
east,SKU0009,2023-48,20,294,0
east,SKU0009,2023-49,31,263,0
east,SKU0009,2023-50,33,230,0
east,SKU0009,2023-51,21,209,0
east,SKU0009,2023-52,48,161,0
east,SKU0009,2024-01,38,123,0
east,SKU0009,2024-02,37,386,300
east,SKU0009,2024-03,26,360,0
east,SKU0009,2024-04,39,321,0
east,SKU0009,2024-05,44,277,0
east,SKU0009,2024-06,43,234,0
east,SKU0009,2024-07,39,195,0
east,SKU0009,2024-08,47,148,0
east,SKU0009,2024-09,32,116,0
east,SKU0009,2024-10,54,362,300
east,SKU0009,2024-11,52,310,0
east,SKU0009,2024-12,50,260,0
east,SKU0009,2024-13,40,220,0
east,SKU0009,2024-14,63,157,0
east,SKU0009,2024-15,49,108,0
east,SKU0009,2024-16,48,360,300
east,SKU0009,2024-17,44,316,0
east,SKU0009,2024-18,43,273,0
east,SKU0009,2024-19,38,235,0
east,SKU0009,2024-20,61,174,0
east,SKU0009,2024-21,52,122,0
east,SKU0009,2024-22,58,364,300
east,SKU0009,2024-23,32,332,0
east,SKU0009,2024-24,67,265,0
east,SKU0009,2024-25,60,205,0
east,SKU0009,2024-26,55,150,0
east,SKU0009,2024-27,57,593,500
east,SKU0009,2024-28,42,551,0
east,SKU0009,2024-29,45,506,0
east,SKU0009,2024-30,42,464,0
east,SKU0009,2024-31,33,431,0
east,SKU0009,2024-32,56,375,0
east,SKU0009,2024-33,30,345,0
east,SKU0009,2024-34,32,313,0
east,SKU0009,2024-35,30,283,0
east,SKU0009,2024-36,42,241,0
