order_date,sku_id,region,channel,quantity,payment_type
2024-08-01,HD-BLK-M,Mumbai,Website,2,Prepaid
2024-08-01,HD-BLK-M,Mumbai,Marketplace,1,COD
2024-08-01,HD-BLK-M,Mumbai,Marketplace,1,COD
2024-08-01,HD-BLK-M,Mumbai,Marketplace,2,Prepaid
2024-08-01,HD-BLK-M,Mumbai,Marketplace,2,Prepaid
2024-08-01,HD-BLK-M,Bangalore,Website,2,COD
2024-08-01,HD-GRY-L,Delhi NCR,Marketplace,2,Prepaid
2024-08-01,HD-GRY-L,Delhi NCR,Website,2,Prepaid
2024-08-01,HD-GRY-L,Delhi NCR,Marketplace,1,Prepaid
2024-08-01,HD-GRY-L,Mumbai,Website,2,Prepaid
2024-08-01,HD-GRY-L,Mumbai,Website,1,Prepaid
2024-08-01,HD-GRY-L,Mumbai,Website,2,COD
2024-08-01,HD-GRY-L,Bangalore,Marketplace,2,COD
2024-08-01,HD-GRY-L,Bangalore,Marketplace,2,COD
2024-08-01,HD-GRY-L,Bangalore,Website,2,COD
2024-08-01,HD-GRY-L,Bangalore,Marketplace,2,COD
2024-08-01,JK-DNM-M,Delhi NCR,Marketplace,2,Prepaid
2024-08-01,JK-DNM-M,Delhi NCR,Website,2,Prepaid
2024-08-01,JK-DNM-M,Delhi NCR,Marketplace,1,Prepaid
2024-08-01,JK-DNM-M,Mumbai,Marketplace,2,COD
2024-08-01,JK-DNM-M,Mumbai,Website,2,COD
2024-08-01,JK-DNM-M,Mumbai,Marketplace,1,COD
2024-08-01,JK-DNM-M,Mumbai,Marketplace,1,COD
2024-08-01,JK-DNM-M,Mumbai,Website,2,COD
2024-08-01,JK-DNM-M,Bangalore,Website,1,COD
2024-08-01,CP-BLK,Delhi NCR,Marketplace,1,COD
2024-08-01,CP-BLK,Delhi NCR,Marketplace,1,COD
2024-08-01,CP-BLK,Mumbai,Marketplace,2,Prepaid
2024-08-01,CP-BLK,Mumbai,Website,1,COD
2024-08-01,CP-BLK,Bangalore,Marketplace,2,Prepaid
2024-08-02,TS-BLK-S,Delhi NCR,Website,1,COD
2024-08-02,TS-BLK-S,Delhi NCR,Website,2,COD
2024-08-02,TS-BLK-S,Delhi NCR,Marketplace,2,Prepaid
2024-08-02,TS-BLK-S,Mumbai,Marketplace,1,COD
2024-08-02,TS-BLK-S,Bangalore,Website,1,COD
2024-08-02,TS-BLK-S,Bangalore,Website,2,Prepaid
2024-08-02,TS-BLK-S,Bangalore,Marketplace,2,COD
2024-08-02,TS-BLK-M,Delhi NCR,Website,1,Prepaid
2024-08-02,TS-BLK-M,Delhi NCR,Marketplace,1,Prepaid
2024-08-02,TS-BLK-M,Delhi NCR,Website,2,Prepaid
2024-08-02,TS-BLK-M,Mumbai,Marketplace,2,Prepaid
2024-08-02,TS-BLK-M,Mumbai,Marketplace,2,COD
2024-08-02,TS-BLK-M,Mumbai,Website,1,Prepaid
2024-08-02,TS-BLK-M,Mumbai,Marketplace,1,Prepaid
2024-08-02,TS-BLK-M,Bangalore,Marketplace,1,Prepaid
2024-08-02,TS-BLK-L,Delhi NCR,Marketplace,2,Prepaid
2024-08-02,TS-BLK-L,Mumbai,Website,2,Prepaid
2024-08-02,TS-BLK-L,Mumbai,Marketplace,1,Prepaid
2024-08-02,TS-BLK-L,Mumbai,Website,1,Prepaid
2024-08-02,TS-BLK-L,Mumbai,Website,2,COD
2024-08-02,TS-BLK-L,Bangalore,Website,1,COD
2024-08-02,TS-BLK-L,Bangalore,Marketplace,2,Prepaid
2024-08-02,TS-BLK-L,Bangalore,Marketplace,2,Prepaid
2024-08-02,TS-BLK-L,Bangalore,Website,2,COD
2024-08-02,TS-BLK-L,Bangalore,Website,1,Prepaid
2024-08-02,TS-WHT-M,Delhi NCR,Website,2,Prepaid
2024-08-02,TS-WHT-M,Delhi NCR,Marketplace,1,Prepaid
2024-08-02,TS-WHT-M,Delhi NCR,Marketplace,1,COD
2024-08-02,TS-WHT-M,Delhi NCR,Marketplace,1,Prepaid
2024-08-02,TS-WHT-M,Delhi NCR,Marketplace,2,Prepaid
2024-08-02,TS-WHT-M,Mumbai,Website,1,Prepaid
2024-08-02,TS-WHT-M,Mumbai,Marketplace,2,Prepaid
2024-08-02,TS-WHT-M,Bangalore,Website,1,COD
2024-08-02,HD-BLK-M,Delhi NCR,Marketplace,1,COD
2024-08-02,HD-BLK-M,Delhi NCR,Website,2,COD
2024-08-02,HD-BLK-M,Delhi NCR,Website,1,Prepaid
2024-08-02,HD-BLK-M,Delhi NCR,Marketplace,2,Prepaid
2024-08-02,HD-BLK-M,Mumbai,Marketplace,2,COD
2024-08-02,HD-BLK-M,Mumbai,Marketplace,1,Prepaid
2024-08-02,HD-BLK-M,Mumbai,Website,2,Prepaid
2024-08-02,HD-BLK-M,Bangalore,Marketplace,2,Prepaid
2024-08-02,HD-GRY-L,Delhi NCR,Marketplace,2,Prepaid
2024-08-02,HD-GRY-L,Delhi NCR,Marketplace,2,COD
2024-08-02,HD-GRY-L,Mumbai,Website,2,Prepaid
2024-08-02,HD-GRY-L,Mumbai,Website,1,COD
2024-08-02,HD-GRY-L,Mumbai,Website,2,Prepaid
2024-08-02,HD-GRY-L,Mumbai,Website,2,COD
2024-08-02,HD-GRY-L,Mumbai,Marketplace,2,COD
2024-08-02,HD-GRY-L,Bangalore,Website,2,Prepaid
2024-08-02,HD-GRY-L,Bangalore,Website,2,COD
2024-08-02,HD-GRY-L,Bangalore,Marketplace,1,COD
2024-08-02,JK-DNM-M,Delhi NCR,Website,1,COD
2024-08-02,JK-DNM-M,Delhi NCR,Website,2,Prepaid
2024-08-02,JK-DNM-M,Delhi NCR,Marketplace,1,Prepaid
2024-08-02,JK-DNM-M,Mumbai,Website,1,COD
2024-08-02,JK-DNM-M,Mumbai,Website,1,Prepaid
2024-08-02,JK-DNM-M,Mumbai,Marketplace,2,COD
2024-08-02,JK-DNM-M,Bangalore,Marketplace,1,COD
2024-08-02,JK-DNM-M,Bangalore,Marketplace,2,COD
2024-08-02,JK-DNM-M,Bangalore,Website,1,COD
2024-08-02,JK-DNM-M,Bangalore,Website,2,Prepaid
2024-08-02,JK-DNM-M,Bangalore,Website,2,COD
2024-08-02,JK-DNM-M,Bangalore,Marketplace,1,COD
2024-08-02,JK-DNM-M,Bangalore,Marketplace,2,Prepaid
2024-08-02,CP-BLK,Delhi NCR,Website,2,Prepaid
2024-08-02,CP-BLK,Delhi NCR,Marketplace,1,COD
2024-08-02,CP-BLK,Delhi NCR,Marketplace,1,Prepaid
2024-08-02,CP-BLK,Mumbai,Website,2,COD
2024-08-02,CP-BLK,Mumbai,Website,1,Prepaid
2024-08-02,CP-BLK,Mumbai,Marketplace,1,COD
2024-08-02,CP-BLK,Mumbai,Marketplace,1,Prepaid
2024-08-02,CP-BLK,Mumbai,Marketplace,1,COD
2024-08-02,CP-BLK,Bangalore,Marketplace,1,COD
2024-08-02,CP-BLK,Bangalore,Website,2,COD
2024-08-02,CP-BLK,Bangalore,Website,2,Prepaid
2024-08-03,TS-BLK-S,Delhi NCR,Website,2,Prepaid
2024-08-03,TS-BLK-S,Delhi NCR,Marketplace,1,COD
2024-08-03,TS-BLK-S,Delhi NCR,Website,1,COD
2024-08-03,TS-BLK-S,Mumbai,Website,1,COD
2024-08-03,TS-BLK-S,Mumbai,Marketplace,1,COD
2024-08-03,TS-BLK-S,Mumbai,Marketplace,1,Prepaid
2024-08-03,TS-BLK-S,Mumbai,Website,1,Prepaid
2024-08-03,TS-BLK-S,Bangalore,Website,1,COD
2024-08-03,TS-BLK-S,Bangalore,Website,2,Prepaid
2024-08-03,TS-BLK-S,Bangalore,Marketplace,1,COD
2024-08-03,TS-BLK-S,Bangalore,Website,1,COD
2024-08-03,TS-BLK-S,Bangalore,Marketplace,1,COD
2024-08-03,TS-BLK-M,Delhi NCR,Website,2,Prepaid
2024-08-03,TS-BLK-M,Mumbai,Website,1,COD
2024-08-03,TS-BLK-M,Mumbai,Website,2,COD
2024-08-03,TS-BLK-M,Bangalore,Website,2,Prepaid
2024-08-03,TS-BLK-M,Bangalore,Website,1,COD
2024-08-03,TS-BLK-L,Delhi NCR,Website,2,COD
2024-08-03,TS-BLK-L,Delhi NCR,Marketplace,2,Prepaid
2024-08-03,TS-BLK-L,Delhi NCR,Website,1,Prepaid
2024-08-03,TS-BLK-L,Mumbai,Marketplace,2,Prepaid
2024-08-03,TS-BLK-L,Bangalore,Marketplace,1,Prepaid
2024-08-03,TS-BLK-L,Bangalore,Website,2,Prepaid
2024-08-03,TS-WHT-M,Delhi NCR,Website,2,Prepaid
2024-08-03,TS-WHT-M,Delhi NCR,Website,1,Prepaid
2024-08-03,TS-WHT-M,Delhi NCR,Website,1,Prepaid
2024-08-03,TS-WHT-M,Mumbai,Website,2,COD
2024-08-03,TS-WHT-M,Mumbai,Marketplace,1,COD
2024-08-03,TS-WHT-M,Bangalore,Website,2,COD
2024-08-03,TS-WHT-M,Bangalore,Marketplace,2,COD
2024-08-03,HD-BLK-M,Delhi NCR,Marketplace,1,COD
2024-08-03,HD-BLK-M,Mumbai,Marketplace,2,COD
2024-08-03,HD-BLK-M,Mumbai,Marketplace,2,Prepaid
2024-08-03,HD-BLK-M,Mumbai,Marketplace,2,COD
2024-08-03,HD-BLK-M,Mumbai,Marketplace,2,Prepaid
2024-08-03,HD-BLK-M,Mumbai,Website,1,Prepaid
2024-08-03,HD-BLK-M,Bangalore,Website,1,Prepaid
2024-08-03,HD-BLK-M,Bangalore,Website,2,COD
2024-08-03,HD-BLK-M,Bangalore,Website,2,COD
2024-08-03,HD-GRY-L,Delhi NCR,Website,2,COD
2024-08-03,HD-GRY-L,Mumbai,Marketplace,2,Prepaid
2024-08-03,HD-GRY-L,Mumbai,Marketplace,2,Prepaid
2024-08-03,HD-GRY-L,Mumbai,Website,2,Prepaid
2024-08-03,HD-GRY-L,Bangalore,Marketplace,2,COD
2024-08-03,HD-GRY-L,Bangalore,Marketplace,1,Prepaid
2024-08-03,HD-GRY-L,Bangalore,Marketplace,2,Prepaid
2024-08-03,HD-GRY-L,Bangalore,Website,1,COD
2024-08-03,HD-GRY-L,Bangalore,Website,2,COD
2024-08-03,JK-DNM-M,Delhi NCR,Marketplace,1,Prepaid
2024-08-03,JK-DNM-M,Delhi NCR,Website,1,Prepaid
2024-08-03,JK-DNM-M,Mumbai,Marketplace,1,Prepaid
2024-08-03,JK-DNM-M,Mumbai,Website,1,Prepaid
2024-08-03,JK-DNM-M,Mumbai,Marketplace,1,COD
2024-08-03,JK-DNM-M,Mumbai,Website,1,COD
2024-08-03,JK-DNM-M,Mumbai,Marketplace,2,COD
2024-08-03,JK-DNM-M,Mumbai,Website,2,COD
2024-08-03,JK-DNM-M,Mumbai,Website,2,COD
2024-08-03,JK-DNM-M,Bangalore,Website,2,Prepaid
2024-08-03,JK-DNM-M,Bangalore,Marketplace,2,COD
2024-08-03,JK-DNM-M,Bangalore,Website,2,COD
2024-08-03,JK-DNM-M,Bangalore,Website,2,COD
2024-08-03,CP-BLK,Delhi NCR,Website,1,COD
2024-08-03,CP-BLK,Mumbai,Marketplace,1,COD
2024-08-03,CP-BLK,Mumbai,Website,1,COD
2024-08-03,CP-BLK,Mumbai,Marketplace,2,Prepaid
2024-08-03,CP-BLK,Mumbai,Website,1,COD
2024-08-03,CP-BLK,Mumbai,Marketplace,2,COD
2024-08-03,CP-BLK,Bangalore,Marketplace,2,Prepaid
2024-08-03,CP-BLK,Bangalore,Website,2,Prepaid
2024-08-03,CP-BLK,Bangalore,Website,1,COD
2024-08-04,TS-BLK-S,Delhi NCR,Website,1,COD
2024-08-04,TS-BLK-S,Delhi NCR,Marketplace,1,Prepaid
2024-08-04,TS-BLK-S,Delhi NCR,Website,2,Prepaid
2024-08-04,TS-BLK-S,Delhi NCR,Marketplace,2,COD
2024-08-04,TS-BLK-S,Delhi NCR,Website,2,Prepaid
2024-08-04,TS-BLK-S,Mumbai,Marketplace,2,COD
2024-08-04,TS-BLK-S,Mumbai,Marketplace,2,Prepaid
2024-08-04,TS-BLK-S,Mumbai,Website,1,COD
2024-08-04,TS-BLK-S,Mumbai,Marketplace,1,COD
2024-08-04,TS-BLK-S,Bangalore,Website,2,Prepaid
2024-08-04,TS-BLK-S,Bangalore,Marketplace,1,COD
2024-08-04,TS-BLK-S,Bangalore,Website,2,COD
2024-08-04,TS-BLK-S,Bangalore,Marketplace,2,Prepaid
2024-08-04,TS-BLK-S,Bangalore,Website,1,COD
2024-08-04,TS-BLK-M,Delhi NCR,Website,2,COD
2024-08-04,TS-BLK-M,Delhi NCR,Website,1,Prepaid
2024-08-04,TS-BLK-M,Mumbai,Website,2,COD
2024-08-04,TS-BLK-M,Mumbai,Marketplace,1,COD
2024-08-04,TS-BLK-M,Mumbai,Website,2,COD
2024-08-04,TS-BLK-M,Mumbai,Website,1,COD
2024-08-04,TS-BLK-M,Mumbai,Marketplace,1,Prepaid
2024-08-04,TS-BLK-M,Bangalore,Marketplace,2,Prepaid
2024-08-04,TS-BLK-M,Bangalore,Website,1,COD
2024-08-04,TS-BLK-L,Delhi NCR,Marketplace,1,COD
2024-08-04,TS-BLK-L,Delhi NCR,Website,1,COD
2024-08-04,TS-BLK-L,Mumbai,Website,2,Prepaid
2024-08-04,TS-BLK-L,Mumbai,Website,1,COD
2024-08-04,TS-BLK-L,Mumbai,Website,2,Prepaid
2024-08-04,TS-BLK-L,Mumbai,Website,1,COD
2024-08-04,TS-BLK-L,Bangalore,Marketplace,1,Prepaid
2024-08-04,TS-BLK-L,Bangalore,Website,1,COD
2024-08-04,TS-BLK-L,Bangalore,Website,1,COD
2024-08-04,TS-WHT-M,Delhi NCR,Website,1,Prepaid
2024-08-04,TS-WHT-M,Delhi NCR,Marketplace,2,COD
2024-08-04,TS-WHT-M,Delhi NCR,Website,1,COD
2024-08-04,TS-WHT-M,Delhi NCR,Marketplace,1,COD
2024-08-04,TS-WHT-M,Mumbai,Website,1,Prepaid
2024-08-04,TS-WHT-M,Bangalore,Marketplace,1,Prepaid
2024-08-04,HD-BLK-M,Delhi NCR,Website,2,COD
2024-08-04,HD-BLK-M,Delhi NCR,Marketplace,1,COD
2024-08-04,HD-BLK-M,Delhi NCR,Marketplace,1,COD
2024-08-04,HD-BLK-M,Mumbai,Website,2,Prepaid
2024-08-04,HD-BLK-M,Mumbai,Website,2,Prepaid
2024-08-04,HD-BLK-M,Mumbai,Marketplace,1,COD
2024-08-04,HD-BLK-M,Mumbai,Marketplace,2,COD
2024-08-04,HD-BLK-M,Bangalore,Marketplace,1,COD
2024-08-04,HD-BLK-M,Bangalore,Marketplace,2,COD
2024-08-04,HD-BLK-M,Bangalore,Marketplace,2,COD
2024-08-04,HD-BLK-M,Bangalore,Website,2,Prepaid
2024-08-04,HD-BLK-M,Bangalore,Website,1,Prepaid
2024-08-04,HD-GRY-L,Delhi NCR,Website,1,COD
2024-08-04,HD-GRY-L,Delhi NCR,Marketplace,1,COD
2024-08-04,HD-GRY-L,Delhi NCR,Website,2,Prepaid
2024-08-04,HD-GRY-L,Mumbai,Marketplace,2,Prepaid
2024-08-04,HD-GRY-L,Mumbai,Marketplace,1,Prepaid
2024-08-04,HD-GRY-L,Mumbai,Marketplace,2,Prepaid
2024-08-04,HD-GRY-L,Mumbai,Marketplace,1,COD
2024-08-04,HD-GRY-L,Bangalore,Marketplace,1,COD
2024-08-04,HD-GRY-L,Bangalore,Marketplace,2,Prepaid
2024-08-04,HD-GRY-L,Bangalore,Website,1,Prepaid
2024-08-04,HD-GRY-L,Bangalore,Website,2,Prepaid
2024-08-04,JK-DNM-M,Delhi NCR,Marketplace,1,Prepaid
2024-08-04,JK-DNM-M,Delhi NCR,Marketplace,2,Prepaid
2024-08-04,JK-DNM-M,Delhi NCR,Website,2,Prepaid
2024-08-04,JK-DNM-M,Delhi NCR,Website,1,COD
2024-08-04,JK-DNM-M,Delhi NCR,Marketplace,2,Prepaid
2024-08-04,JK-DNM-M,Delhi NCR,Website,1,COD
2024-08-04,JK-DNM-M,Mumbai,Website,1,Prepaid
2024-08-04,JK-DNM-M,Mumbai,Marketplace,2,COD
2024-08-04,JK-DNM-M,Mumbai,Website,1,Prepaid
2024-08-04,JK-DNM-M,Mumbai,Marketplace,2,COD
2024-08-04,JK-DNM-M,Mumbai,Marketplace,2,Prepaid
2024-08-04,JK-DNM-M,Bangalore,Website,1,Prepaid
2024-08-04,JK-DNM-M,Bangalore,Marketplace,1,COD
2024-08-04,JK-DNM-M,Bangalore,Marketplace,1,Prepaid
2024-08-04,JK-DNM-M,Bangalore,Marketplace,2,COD
2024-08-04,JK-DNM-M,Bangalore,Marketplace,1,COD
2024-08-04,JK-DNM-M,Bangalore,Marketplace,2,COD
2024-08-04,JK-DNM-M,Bangalore,Marketplace,2,COD
2024-08-04,CP-BLK,Delhi NCR,Website,1,COD
2024-08-04,CP-BLK,Delhi NCR,Marketplace,1,COD
2024-08-04,CP-BLK,Delhi NCR,Website,1,COD
2024-08-04,CP-BLK,Delhi NCR,Website,1,COD
2024-08-04,CP-BLK,Delhi NCR,Marketplace,2,Prepaid
2024-08-04,CP-BLK,Mumbai,Website,1,COD
2024-08-04,CP-BLK,Mumbai,Website,1,COD
2024-08-04,CP-BLK,Mumbai,Website,1,COD
2024-08-04,CP-BLK,Mumbai,Website,1,COD
2024-08-04,CP-BLK,Bangalore,Marketplace,2,Prepaid
2024-08-04,CP-BLK,Bangalore,Marketplace,2,COD
2024-08-04,CP-BLK,Bangalore,Marketplace,1,COD
2024-08-04,CP-BLK,Bangalore,Website,2,Prepaid
2024-08-04,CP-BLK,Bangalore,Marketplace,1,Prepaid
2024-08-05,TS-BLK-S,Delhi NCR,Marketplace,2,Prepaid
2024-08-05,TS-BLK-S,Mumbai,Website,1,COD
2024-08-05,TS-BLK-S,Mumbai,Marketplace,1,COD
2024-08-05,TS-BLK-S,Mumbai,Marketplace,1,COD
2024-08-05,TS-BLK-S,Mumbai,Website,2,COD
2024-08-05,TS-BLK-S,Bangalore,Marketplace,2,COD
2024-08-05,TS-BLK-S,Bangalore,Marketplace,1,COD
2024-08-05,TS-BLK-S,Bangalore,Website,2,COD
2024-08-05,TS-BLK-M,Delhi NCR,Website,1,COD
2024-08-05,TS-BLK-M,Mumbai,Marketplace,2,COD
2024-08-05,TS-BLK-M,Mumbai,Website,1,Prepaid
2024-08-05,TS-BLK-M,Mumbai,Website,2,COD
2024-08-05,TS-BLK-M,Mumbai,Website,1,Prepaid
2024-08-05,TS-BLK-M,Mumbai,Website,1,COD
2024-08-05,TS-BLK-M,Bangalore,Website,2,COD
2024-08-05,TS-BLK-L,Delhi NCR,Marketplace,2,COD
2024-08-05,TS-BLK-L,Delhi NCR,Website,2,COD
2024-08-05,TS-BLK-L,Mumbai,Website,1,Prepaid
2024-08-05,TS-BLK-L,Mumbai,Marketplace,2,COD
2024-08-05,TS-BLK-L,Bangalore,Marketplace,2,Prepaid
2024-08-05,TS-BLK-L,Bangalore,Website,2,Prepaid
2024-08-05,TS-BLK-L,Bangalore,Marketplace,2,COD
2024-08-05,TS-BLK-L,Bangalore,Marketplace,1,COD
2024-08-05,TS-WHT-M,Delhi NCR,Marketplace,2,COD
2024-08-05,TS-WHT-M,Delhi NCR,Website,2,COD
2024-08-05,TS-WHT-M,Delhi NCR,Website,2,COD
2024-08-05,TS-WHT-M,Delhi NCR,Website,2,Prepaid
2024-08-05,TS-WHT-M,Mumbai,Marketplace,1,COD
2024-08-05,TS-WHT-M,Mumbai,Marketplace,1,COD
2024-08-05,TS-WHT-M,Mumbai,Website,2,COD
2024-08-05,TS-WHT-M,Bangalore,Website,2,COD
2024-08-05,HD-BLK-M,Delhi NCR,Website,2,COD
2024-08-05,HD-BLK-M,Delhi NCR,Website,1,COD
2024-08-05,HD-BLK-M,Mumbai,Marketplace,1,Prepaid
2024-08-05,HD-BLK-M,Mumbai,Marketplace,2,Prepaid
2024-08-05,HD-BLK-M,Mumbai,Marketplace,2,Prepaid
2024-08-05,HD-BLK-M,Mumbai,Marketplace,2,COD
2024-08-05,HD-BLK-M,Bangalore,Website,1,COD
2024-08-05,HD-BLK-M,Bangalore,Marketplace,1,COD
2024-08-05,HD-GRY-L,Delhi NCR,Marketplace,1,COD
2024-08-05,HD-GRY-L,Delhi NCR,Website,1,Prepaid
2024-08-05,HD-GRY-L,Mumbai,Marketplace,1,Prepaid
2024-08-05,HD-GRY-L,Bangalore,Marketplace,2,Prepaid
2024-08-05,HD-GRY-L,Bangalore,Marketplace,2,Prepaid
2024-08-05,HD-GRY-L,Bangalore,Marketplace,2,COD
2024-08-05,JK-DNM-M,Delhi NCR,Website,2,Prepaid
2024-08-05,JK-DNM-M,Delhi NCR,Marketplace,1,COD
2024-08-05,JK-DNM-M,Delhi NCR,Marketplace,1,Prepaid
2024-08-05,JK-DNM-M,Delhi NCR,Website,2,COD
2024-08-05,JK-DNM-M,Delhi NCR,Marketplace,2,COD
2024-08-05,JK-DNM-M,Delhi NCR,Marketplace,2,COD
2024-08-05,JK-DNM-M,Mumbai,Marketplace,2,COD
2024-08-05,JK-DNM-M,Mumbai,Website,1,Prepaid
2024-08-05,JK-DNM-M,Mumbai,Marketplace,2,COD
2024-08-05,JK-DNM-M,Mumbai,Marketplace,2,COD
2024-08-05,JK-DNM-M,Bangalore,Website,2,Prepaid
2024-08-05,JK-DNM-M,Bangalore,Marketplace,1,Prepaid
2024-08-05,JK-DNM-M,Bangalore,Website,1,Prepaid
2024-08-05,CP-BLK,Delhi NCR,Marketplace,2,Prepaid
2024-08-05,CP-BLK,Delhi NCR,Marketplace,1,COD
2024-08-05,CP-BLK,Delhi NCR,Website,2,COD
2024-08-05,CP-BLK,Mumbai,Website,1,Prepaid
2024-08-05,CP-BLK,Mumbai,Marketplace,1,Prepaid
2024-08-05,CP-BLK,Mumbai,Website,2,Prepaid
2024-08-05,CP-BLK,Bangalore,Website,1,Prepaid
2024-08-05,CP-BLK,Bangalore,Website,1,Prepaid
2024-08-05,CP-BLK,Bangalore,Website,2,Prepaid
2024-08-05,CP-BLK,Bangalore,Website,1,Prepaid
2024-08-06,TS-BLK-S,Delhi NCR,Marketplace,2,COD
2024-08-06,TS-BLK-S,Delhi NCR,Website,2,COD
2024-08-06,TS-BLK-S,Mumbai,Marketplace,1,Prepaid
2024-08-06,TS-BLK-S,Mumbai,Marketplace,2,COD
2024-08-06,TS-BLK-S,Mumbai,Website,1,Prepaid
2024-08-06,TS-BLK-S,Mumbai,Marketplace,1,Prepaid
2024-08-06,TS-BLK-S,Mumbai,Marketplace,1,Prepaid
2024-08-06,TS-BLK-S,Bangalore,Website,2,COD
2024-08-06,TS-BLK-S,Bangalore,Website,2,Prepaid
2024-08-06,TS-BLK-S,Bangalore,Marketplace,2,COD
2024-08-06,TS-BLK-S,Bangalore,Website,1,Prepaid
2024-08-06,TS-BLK-M,Delhi NCR,Marketplace,2,COD
2024-08-06,TS-BLK-M,Delhi NCR,Marketplace,2,COD
2024-08-06,TS-BLK-M,Delhi NCR,Marketplace,2,Prepaid
2024-08-06,TS-BLK-M,Mumbai,Website,2,Prepaid
2024-08-06,TS-BLK-M,Mumbai,Marketplace,1,Prepaid
2024-08-06,TS-BLK-M,Mumbai,Website,1,Prepaid
2024-08-06,TS-BLK-M,Bangalore,Marketplace,2,Prepaid
2024-08-06,TS-BLK-M,Bangalore,Website,1,Prepaid
2024-08-06,TS-BLK-M,Bangalore,Website,1,COD
2024-08-06,TS-BLK-M,Bangalore,Marketplace,1,COD
2024-08-06,TS-BLK-L,Delhi NCR,Website,2,COD
2024-08-06,TS-BLK-L,Delhi NCR,Website,1,COD
2024-08-06,TS-BLK-L,Delhi NCR,Marketplace,2,COD
2024-08-06,TS-BLK-L,Delhi NCR,Marketplace,1,COD
2024-08-06,TS-BLK-L,Mumbai,Website,2,COD
2024-08-06,TS-BLK-L,Mumbai,Website,1,Prepaid
2024-08-06,TS-BLK-L,Mumbai,Marketplace,2,COD
2024-08-06,TS-BLK-L,Mumbai,Website,1,Prepaid
2024-08-06,TS-BLK-L,Bangalore,Marketplace,1,COD
2024-08-06,TS-BLK-L,Bangalore,Website,2,Prepaid
2024-08-06,TS-BLK-L,Bangalore,Website,2,COD
2024-08-06,TS-WHT-M,Delhi NCR,Website,2,COD
2024-08-06,TS-WHT-M,Delhi NCR,Website,1,COD
